deficit_bucket,time_bucket,venue,n_games,n_wins,n_observations,trailing_team_win_pct,ci_lower,ci_upper,adequate_sample
3,36,away,109,20,120,0.1834862385321101,0.12203581560283452,0.2664875658451421,True
3,37,away,99,28,104,0.2828282828282828,0.20351825976230095,0.3783630022950766,True
3,38,away,86,20,93,0.23255813953488372,0.1558899158392809,0.3320978314848985,True
3,39,away,82,18,86,0.21951219512195122,0.1436067129787513,0.3205225669973908,True
4,0.0-0.5,away,54,0,82,0.0,0.0,0.0664158667810019,True
4,0.5-1.0,away,28,2,32,0.07142857142857142,0.019811647447770794,0.2264573842591786,False
4,1.0-1.5,away,22,3,24,0.13636363636363635,0.04748917264236269,0.3333541187947,False
4,1.5-2.0,away,22,3,22,0.13636363636363635,0.04748917264236269,0.3333541187947,False
4,2,away,30,6,33,0.2,0.09504978102401235,0.37306047381027446,True
4,3,away,30,2,31,0.06666666666666667,0.018476635327693364,0.2132381772107209,True
4,4,away,43,8,45,0.18604651162790697,0.0974163558010598,0.3261729323530596,True
4,5,away,34,5,39,0.14705882352941177,0.06449346382626417,0.30128388174051957,True
4,6,away,39,6,40,0.15384615384615385,0.07247373845051469,0.2972976986573431,True
4,7,away,37,10,38,0.2702702702702703,0.15397298246990684,0.4297847547392133,True
4,8,away,34,8,36,0.23529411764705882,0.12436838109244344,0.3999646280826443,True
4,9,away,47,10,50,0.2127659574468085,0.11989580124247315,0.34904302050979275,True
4,10,away,34,4,35,0.11764705882352941,0.0467137097343612,0.26621174796298774,True
4,11,away,42,6,44,0.14285714285714285,0.06715875684189933,0.2784138235217878,True
4,12,away,50,14,51,0.28,0.17474014357680362,0.4166538714598967,True
4,13,away,58,12,63,0.20689655172413793,0.12251364354883215,0.3276946304932366,True
4,14,away,48,12,49,0.25,0.1492048880971003,0.3878464374792707,True
4,15,away,42,8,43,0.19047619047619047,0.09981889609856436,0.33301067354996444,True
4,16,away,60,18,64,0.3,0.19898010252726892,0.42508946966390415,True
4,17,away,44,12,45,0.2727272727272727,0.16346223395491324,0.41849154685509304,True
4,18,away,47,14,48,0.2978723404255319,0.18651084151016262,0.439779440463654,True
4,19,away,42,18,45,0.42857142857142855,0.2911742951914822,0.5779402208812553,True
4,20,away,51,11,54,0.21568627450980393,0.12493811244188556,0.3462662287881296,True
4,21,away,59,15,61,0.2542372881355932,0.1605583829520582,0.3779638698231735,True
4,22,away,50,12,50,0.24,0.14297252401872207,0.3741294937519236,True
4,23,away,66,17,68,0.25757575757575757,0.16748707345896682,0.37433327429938923,True
4,24,away,54,11,56,0.2037037037037037,0.1177393408658538,0.32902561722659174,True
4,25,away,57,13,63,0.22807017543859648,0.13841760968495653,0.3520625880744711,True
4,26,away,58,13,62,0.22413793103448276,0.13593533332871566,0.3466136304755843,True
4,27,away,56,10,59,0.17857142857142858,0.0999974974134418,0.2984143097574895,True
4,28,away,53,17,55,0.32075471698113206,0.210920445893403,0.45481732362751115,True
4,29,away,52,15,58,0.28846153846153844,0.1832980234182869,0.4227304571410092,True
4,30,away,77,13,82,0.16883116883116883,0.1014057303066853,0.2677309517975779,True
4,31,away,73,22,80,0.3013698630136986,0.2082244364335746,0.41437582175990395,True
4,32,away,68,13,69,0.19117647058823528,0.11527185601824742,0.30010864775672413,True
4,33,away,86,19,89,0.22093023255813954,0.14624794489136717,0.3194784001425592,True
4,34,away,72,14,75,0.19444444444444445,0.11951371043417633,0.3003297527838992,True
4,35,away,94,22,98,0.23404255319148937,0.15994105293764954,0.3290288739646088,True
4,36,away,105,22,109,0.20952380952380953,0.1426344996383833,0.29691802439654447,True
4,37,away,116,22,120,0.1896551724137931,0.1287128868844165,0.27049406629377865,True
4,38,away,103,23,109,0.22330097087378642,0.15365655198685368,0.3128433881113853,True
4,39,away,29,3,29,0.10344827586206896,0.035814240381301043,0.26385447247069155,False
5,0.0-0.5,away,58,0,74,0.0,0.0,0.062119996895293766,True
5,0.5-1.0,away,40,2,49,0.05,0.013820377146101098,0.165041708179252,True
5,1.0-1.5,away,22,1,25,0.045454545454545456,0.008069219301147859,0.21798489499518053,False
5,1.5-2.0,away,24,1,24,0.041666666666666664,0.007393265354805112,0.20242226248842232,False
5,2,away,35,3,39,0.08571428571428572,0.02958183100529692,0.22379599071162515,True
5,3,away,33,2,33,0.06060606060606061,0.016780530429070947,0.19606581717798194,True
5,4,away,37,1,42,0.02702702702702703,0.00478685105490774,0.13824378437563367,True
5,5,away,41,6,42,0.14634146341463414,0.0688415452945541,0.2844375526858926,True
5,6,away,50,7,56,0.14,0.06950745262022862,0.2618645719852809,True
5,7,away,40,9,43,0.225,0.1231595325467853,0.3750339640409305,True
5,8,away,36,6,40,0.16666666666666666,0.07870340628564097,0.3189111473467432,True
5,9,away,40,9,41,0.225,0.1231595325467853,0.3750339640409305,True
5,10,away,48,4,53,0.08333333333333333,0.03288322434995555,0.19553565161066291,True
5,11,away,45,9,47,0.2,0.10896004402509006,0.3382325131392944,True
5,12,away,46,11,48,0.2391304347826087,0.13912036561131397,0.37935416169118025,True
5,13,away,47,6,52,0.1276595744680851,0.059845227802024795,0.25174213372869025,True
5,14,away,56,8,59,0.14285714285714285,0.0742070004258528,0.25736167420851525,True
5,15,away,55,8,55,0.14545454545454545,0.07559199016771777,0.2616116208829674,True
5,16,away,57,13,59,0.22807017543859648,0.13841760968495653,0.3520625880744711,True
5,17,away,55,11,63,0.2,0.1155209712045974,0.3236513150690593,True
5,18,away,51,18,55,0.35294117647058826,0.2363430538125979,0.49014195027189267,True
5,19,away,52,18,54,0.34615384615384615,0.23150828073938617,0.4819669778491929,True
5,20,away,59,16,65,0.2711864406779661,0.17436824992508337,0.39598005438289097,True
5,21,away,62,12,64,0.1935483870967742,0.11433696420146605,0.3085203175170827,True
5,22,away,46,9,48,0.1956521739130435,0.10650490444121799,0.331715377411692,True
5,23,away,49,10,53,0.20408163265306123,0.11481727042813811,0.33637270110943834,True
5,24,away,55,11,59,0.2,0.1155209712045974,0.3236513150690593,True
5,25,away,56,15,59,0.26785714285714285,0.1695715866189496,0.3959480518933896,True
5,26,away,50,10,53,0.2,0.11243629945973886,0.3303737210448524,True
5,27,away,60,12,63,0.2,0.11828389736858964,0.3178204609181701,True
5,28,away,46,8,49,0.17391304347826086,0.09085683568889254,0.3072363234392253,True
5,29,away,51,8,52,0.1568627450980392,0.08169125888021325,0.2801070839835982,True
5,30,away,62,14,64,0.22580645161290322,0.13955057139297955,0.34405857540782725,True
5,31,away,51,14,58,0.27450980392156865,0.1711412201054317,0.4094691194907873,True
5,32,away,70,19,74,0.2714285714285714,0.18119460808784751,0.38544533470862496,True
5,33,away,68,12,74,0.17647058823529413,0.10393485385088719,0.28360662629432115,True
5,34,away,82,10,82,0.12195121951219512,0.06760780907257918,0.21013165524309063,True
5,35,away,79,14,82,0.17721518987341772,0.10860327950089017,0.2757639949119652,True
5,36,away,77,15,80,0.19480519480519481,0.12176294266340366,0.2968532153542507,True
5,37,away,69,14,72,0.2028985507246377,0.12489219999893796,0.3122426240576451,True
5,38,away,53,9,57,0.16981132075471697,0.09199841772223752,0.29225536823734133,True
5,39,away,7,1,7,0.14285714285714285,0.02567895594897479,0.51313450331903,False
6,0.0-0.5,away,64,0,78,0.0,0.0,0.056626022971156334,True
6,0.5-1.0,away,44,0,55,0.0,6.938893903907228e-18,0.08029831778201396,True
6,1.0-1.5,away,37,2,38,0.05405405405405406,0.01495066277053994,0.1770496506353991,True
6,1.5-2.0,away,21,1,23,0.047619047619047616,0.008455769471923294,0.22669816586235464,False
6,2,away,40,1,46,0.025,0.0044267174077949195,0.1288165948800778,True
6,3,away,40,1,44,0.025,0.0044267174077949195,0.1288165948800778,True
6,4,away,41,4,44,0.0975609756097561,0.0385964597529614,0.22547975519030555,True
6,5,away,43,7,45,0.16279069767441862,0.08116524502857546,0.2997269533591824,True
6,6,away,39,3,40,0.07692307692307693,0.026506914073495688,0.2032137312805527,True
6,7,away,37,3,38,0.08108108108108109,0.027960066396321398,0.21300992498501528,True
6,8,away,48,5,50,0.10416666666666667,0.045321050901178245,0.2216768812614093,True
6,9,away,41,5,42,0.12195121951219512,0.053232579973408245,0.25544507648844866,True
6,10,away,45,7,49,0.15555555555555556,0.07745325311328675,0.28784190511248803,True
6,11,away,51,6,52,0.11764705882352941,0.05504998764172768,0.23381102297794787,True
6,12,away,37,8,43,0.21621621621621623,0.11386376851955585,0.37195461273876906,True
6,13,away,48,6,52,0.125,0.05856971750400845,0.2470072708605482,True
6,14,away,51,8,55,0.1568627450980392,0.08169125888021325,0.2801070839835982,True
6,15,away,38,4,39,0.10526315789473684,0.041701897932665793,0.24130831200194466,True
6,16,away,37,5,38,0.13513513513513514,0.059132072625076235,0.2797772747070557,True
6,17,away,48,5,52,0.10416666666666667,0.045321050901178245,0.2216768812614093,True
6,18,away,45,11,47,0.24444444444444444,0.14235335025509283,0.3867366058479013,True
6,19,away,37,9,39,0.24324324324324326,0.13361203432663304,0.4011760249070895,True
6,20,away,59,14,62,0.23728813559322035,0.1469448625694613,0.3597513386730279,True
6,21,away,50,12,55,0.24,0.14297252401872207,0.3741294937519236,True
6,22,away,59,13,62,0.22033898305084745,0.13354072524323757,0.3413294244665089,True
6,23,away,60,13,65,0.21666666666666667,0.13122921046407016,0.3362026834734252,True
6,24,away,57,9,60,0.15789473684210525,0.08535699749316844,0.2736342190428858,True
6,25,away,53,11,55,0.20754716981132076,0.12004475729322062,0.3345800245566921,True
6,26,away,54,10,58,0.18518518518518517,0.10382574505942957,0.3083620229137938,True
6,27,away,48,9,50,0.1875,0.10191276348200173,0.31940139348846214,True
6,28,away,51,9,54,0.17647058823529413,0.095722957258099,0.30254405172778037,True
6,29,away,49,11,50,0.22448979591836735,0.1302483771472861,0.35879056187045744,True
6,30,away,70,18,73,0.2571428571428571,0.1692914195140977,0.37026351970715426,True
6,31,away,59,9,64,0.15254237288135594,0.08238371089067363,0.26518223268810226,True
6,32,away,67,8,70,0.11940298507462686,0.06176158770587532,0.21832243072397378,True
6,33,away,59,12,62,0.2033898305084746,0.12036154854418066,0.32268254963282317,True
6,34,away,65,10,67,0.15384615384615385,0.08577002061798975,0.26055545700019456,True
6,35,away,73,10,75,0.136986301369863,0.07614307799620813,0.23412635939187332,True
6,36,away,74,12,74,0.16216216216216217,0.09526970042922196,0.26240023441281624,True
6,37,away,66,10,70,0.15151515151515152,0.08443546388835518,0.2569312860142816,True
6,38,away,27,6,27,0.2222222222222222,0.10607095489408958,0.4075729546307081,False
6,39,away,6,2,6,0.3333333333333333,0.09676933255921683,0.7000116786584712,False
7,0.0-0.5,away,53,0,68,0.0,0.0,0.06758430445307662,True
7,0.5-1.0,away,49,0,61,0.0,0.0,0.07270029673590504,True
7,1.0-1.5,away,30,1,36,0.03333333333333333,0.0059084379948573795,0.16670751396958874,True
7,1.5-2.0,away,31,1,31,0.03225806451612903,0.00571707408694444,0.16194457176169622,True
7,2,away,38,2,44,0.05263157894736842,0.014553902448536798,0.17285766881068843,True
7,3,away,36,0,39,0.0,0.0,0.09642183044857634,True
7,4,away,41,1,43,0.024390243902439025,0.00431842027071648,0.12595347011678087,True
7,5,away,33,3,35,0.09090909090909091,0.03140337104926305,0.23572943534351032,True
7,6,away,35,2,38,0.05714285714285714,0.015812829614043955,0.1860738073937003,True
7,7,away,35,2,39,0.05714285714285714,0.015812829614043955,0.1860738073937003,True
7,8,away,41,2,42,0.04878048780487805,0.013480662282573552,0.16139266962351367,True
7,9,away,32,1,32,0.03125,0.005537717362550945,0.15744607800372734,True
7,10,away,47,5,50,0.10638297872340426,0.046304099555199416,0.22594539692012788,True
7,11,away,44,6,47,0.13636363636363635,0.0640286740786005,0.2670973752174096,True
7,12,away,36,7,38,0.19444444444444445,0.09752972019453349,0.350283620635152,True
7,13,away,46,6,47,0.13043478260869565,0.06117757137492025,0.2566613423036133,True
7,14,away,46,1,48,0.021739130434782608,0.0038477551112426345,0.11335554494333024,True
7,15,away,48,7,50,0.14583333333333334,0.07248157413793963,0.27167447042858606,True
7,16,away,51,5,57,0.09803921568627451,0.04260744495307697,0.2097848995445307,True
7,17,away,44,5,46,0.11363636363636363,0.04952707589567494,0.23979435148133582,True
7,18,away,56,11,57,0.19642857142857142,0.11338480016444108,0.3184485732747718,True
7,19,away,52,10,53,0.19230769230769232,0.10795930648521072,0.31899121069194747,True
7,20,away,64,15,66,0.234375,0.1474976721963502,0.35133490250707655,True
7,21,away,51,10,55,0.19607843137254902,0.11015224836299273,0.32458342674495444,True
7,22,away,49,10,55,0.20408163265306123,0.11481727042813811,0.33637270110943834,True
7,23,away,59,8,61,0.13559322033898305,0.07034090749685569,0.24539898454917758,True
7,24,away,56,9,57,0.16071428571428573,0.08692569640589273,0.278064544496757,True
7,25,away,52,11,56,0.21153846153846154,0.12244245849448492,0.34032365135910086,True
7,26,away,60,10,63,0.16666666666666666,0.09313077201321032,0.28031851497207827,True
7,27,away,54,3,57,0.05555555555555555,0.019072922503838907,0.15107451463482943,True
7,28,away,62,8,63,0.12903225806451613,0.06685798258498754,0.23449556896904517,True
7,29,away,37,4,38,0.10810810810810811,0.04285120520506269,0.24708846415167163,True
7,30,away,69,16,70,0.2318840579710145,0.14807779670568114,0.3439707030526986,True
7,31,away,53,8,54,0.1509433962264151,0.07852324257781651,0.2705450454365954,True
7,32,away,56,11,58,0.19642857142857142,0.11338480016444108,0.3184485732747718,True
7,33,away,73,7,76,0.0958904109589041,0.04722835432935106,0.18495837785738106,True
7,34,away,58,9,61,0.15517241379310345,0.08384397416750201,0.26934223058787304,True
7,35,away,46,9,49,0.1956521739130435,0.10650490444121799,0.331715377411692,True
7,36,away,51,13,54,0.2549019607843137,0.1554562324126639,0.38868544106148706,True
7,37,away,31,3,34,0.0967741935483871,0.033464036094644004,0.2490028999817704,True
7,38,away,15,0,18,0.0,0.0,0.20388926630434784,False
7,39,away,1,0,1,0.0,0.0,0.7934567085261071,False
8,0.0-0.5,away,44,0,59,0.0,6.938893903907228e-18,0.08029831778201396,True
8,0.5-1.0,away,53,0,71,0.0,0.0,0.06758430445307662,True
8,1.0-1.5,away,36,0,38,0.0,0.0,0.09642183044857634,True
8,1.5-2.0,away,34,1,36,0.029411764705882353,0.005210771925596644,0.14915902216344817,True
8,2,away,49,1,54,0.02040816326530612,0.003611579538530689,0.10693768467754147,True
8,3,away,35,2,41,0.05714285714285714,0.015812829614043955,0.1860738073937003,True
8,4,away,33,0,38,0.0,0.0,0.10427343003561192,True
8,5,away,33,2,37,0.06060606060606061,0.016780530429070947,0.19606581717798194,True
8,6,away,36,3,42,0.08333333333333333,0.0287480892712918,0.21827010276918848,True
8,7,away,38,0,38,0.0,0.0,0.09181293258383999,True
8,8,away,44,2,46,0.045454545454545456,0.012554846366981079,0.15135271525303162,True
8,9,away,30,0,33,0.0,0.0,0.113517091390478,True
8,10,away,44,4,45,0.09090909090909091,0.035921611478836546,0.21159519397917487,True
8,11,away,42,5,47,0.11904761904761904,0.05193726765019084,0.2500068180710754,True
8,12,away,38,3,38,0.07894736842105263,0.02721410139426493,0.2079967892026529,True
8,13,away,29,2,34,0.06896551724137931,0.019120864097994433,0.21964947595851925,False
8,14,away,37,4,38,0.10810810810810811,0.04285120520506269,0.24708846415167163,True
8,15,away,38,1,40,0.02631578947368421,0.004660467553530043,0.13495178436800254,True
8,16,away,43,4,45,0.09302325581395349,0.036771045103346514,0.2160298839853268,True
8,17,away,56,8,65,0.14285714285714285,0.0742070004258528,0.25736167420851525,True
8,18,away,42,6,44,0.14285714285714285,0.06715875684189933,0.2784138235217878,True
8,19,away,47,5,51,0.10638297872340426,0.046304099555199416,0.22594539692012788,True
8,20,away,62,11,65,0.1774193548387097,0.10206333434361749,0.2904180148338023,True
8,21,away,59,13,61,0.22033898305084745,0.13354072524323757,0.3413294244665089,True
8,22,away,43,4,45,0.09302325581395349,0.036771045103346514,0.2160298839853268,True
8,23,away,57,11,57,0.19298245614035087,0.1113263337776048,0.3134093733701362,True
8,24,away,35,3,36,0.08571428571428572,0.02958183100529692,0.22379599071162515,True
8,25,away,46,8,48,0.17391304347826086,0.09085683568889254,0.3072363234392253,True
8,26,away,49,9,50,0.1836734693877551,0.09976228838458358,0.31357871567282575,True
8,27,away,40,7,42,0.175,0.08745302996883063,0.3195029205439244,True
8,28,away,49,9,50,0.1836734693877551,0.09976228838458358,0.31357871567282575,True
8,29,away,37,6,40,0.16216216216216217,0.07651103235297099,0.31136799295455864,True
8,30,away,44,6,45,0.13636363636363635,0.0640286740786005,0.2670973752174096,True
8,31,away,50,5,54,0.1,0.04347512399157111,0.2136049033478839,True
8,32,away,51,3,56,0.058823529411764705,0.020206272864052077,0.15924873938941972,True
8,33,away,57,10,61,0.17543859649122806,0.09818747133596609,0.2936759905059315,True
8,34,away,36,8,36,0.2222222222222222,0.11716192974839595,0.38085019827859085,True
8,35,away,52,9,55,0.17307692307692307,0.0938236875646778,0.29731123693605277,True
8,36,away,37,9,38,0.24324324324324326,0.13361203432663304,0.4011760249070895,True
8,37,away,18,3,19,0.16666666666666666,0.05836470400465757,0.39222499638359243,False
8,38,away,6,0,6,0.0,0.0,0.3903430336530645,False
9,0.0-0.5,away,46,0,59,0.0,0.0,0.07707617732978073,True
9,0.5-1.0,away,47,0,59,0.0,6.938893903907228e-18,0.0755601711983887,True
9,1.0-1.5,away,33,0,35,0.0,0.0,0.10427343003561192,True
